FlowID,Source,Destination,TxBytes,RxBytes,Throughput(Mbps),PacketDeliveryRatio(%),EndToEndDelay(ms),PacketsDropped,Jitter(ms)
1,10.1.1.2,10.1.6.2,8416,8416,0.0061322,100,4.864,0,0
